,RecordID,TicketNumber,DateIssued,StreetName,TimeIssued,StreetNumber,LicenseState,WaiverRequestDate,WaiverGrantedDate,AppealDate,AppealGrantedDate,ViolationDescription,AppealStatus,Location,LicensePlateAnon,Coords
364635,364636,87940318,2017-03-21T00:00:00.000Z,UNIVERSITY CIR,08:25,1880,VA,,,,,No Parking any time,n/a,1880 UNIVERSITY CIR,63289,"(38.0417756850459, -78.5018498374326)"
16321,17322,00200800,2017-03-21T10:40:47.000Z,FONTAINE AVE,10:40,2300,VA,,,,,Blocking Drive ,n/a,2300 FONTAINE AVE,114449,"(38.025841, -78.51662)"
16324,17325,00200803,2017-03-21T11:02:50.000Z,STADIUM RD,11:02,0,VA,,,,,No Parking any time,n/a,0 STADIUM RD,117402,"(38.028954, -78.513947)"
364098,364099,87683616,2017-03-22T00:00:00.000Z,MONTEBELLO CIR,16:24,312,VA,,,,,Permit Zone w/o Permit,n/a,312 MONTEBELLO CIR,127420,"(38.02997125, -78.5112138726415)"
364621,364622,87935415,2017-03-22T00:00:00.000Z,5TH ST SW,20:16,223,VA,,,,,Parking 20ft of Intersection,n/a,223 5TH ST SW,109116,"(38.02923215, -78.48891879473)"
364522,364523,87887607,2017-03-22T00:00:00.000Z,7 1/2 ST SW,11:40,7,VA,,,,,Loading Zone,n/a,7 7 1/2 ST SW,106374,"(38.02747, -78.493158)"
364100,364101,87683812,2017-03-22T00:00:00.000Z,VIRGINIA AVE,20:40,1411,MD,,,,,15ft of Fire Hydrant,n/a,1411 VIRGINIA AVE,11201,"(38.0379497142857, -78.4977948979592)"
16371,17372,00200854,2017-03-22T10:04:03.000Z,KING ST,10:04,1000,VA,,,,,Permit Zone w/o Permit,n/a,1000 KING ST,108322,"(38.0290836, -78.4972409858745)"
16372,17373,00200855,2017-03-22T10:08:30.000Z,PATON ST,10:08,400,VA,,,,,No Parking any time,n/a,400 PATON ST,160766,"(38.027761, -78.502262)"
16374,17375,00200857,2017-03-22T10:39:09.000Z,LEXINGTON AVE,10:39,600,VA,,,,,Void,n/a,600 LEXINGTON AVE,109785,"(38.034091, -78.471937)"
355379,356380,86753018,2017-03-23T00:00:00.000Z,ARLINGTON BLVD,18:17,1935,VA,,,,,No Parking any time,n/a,1935 ARLINGTON BLVD,150591,"(38.048383122449, -78.5045101428571)"
16456,17457,00200943,2017-03-23T09:31:55.000Z,AVON ST,09:31,300,NJ,,,,,LT Side to Curb,n/a,300 AVON ST,18827,"(38.02680325, -78.4774501)"
351068,351069,86393626,2017-03-24T00:00:00.000Z,14TH ST NW,11:52,224,VA,,,,,Curb Painted Yellow,n/a,224 14TH ST NW,120145,"(38.0357291, -78.4979425353062)"
362023,362024,87220118,2017-03-24T00:00:00.000Z,MONTICELLO RD,20:00,1000,TX,,,,,No Parking any time,n/a,1000 MONTICELLO RD,27944,"(38.0233786, -78.4733204796663)"
16530,17531,00201017,2017-03-24T11:09:54.000Z,6TH ST SE,11:09,500,VA,,,,,Parking 20ft of Intersection,n/a,500 6TH ST SE,90026,"(38.026465, -78.479567)"
16531,17532,00201018,2017-03-24T11:37:04.000Z,SHAMROCK RD,11:37,200,VA,,,,,LT Side to Curb,n/a,200 SHAMROCK RD,109700,"(38.026555, -78.510288)"
16533,17534,00201020,2017-03-24T11:46:55.000Z,MCELROY DR,11:46,2700,VA,,,,,LT Side to Curb,n/a,2700 MCELROY DR,106835,"(38.01674815, -78.5162393532552)"
16534,17535,00201021,2017-03-24T11:52:30.000Z,SUNSET AVE,11:52,200,VA,,,,,LT Side to Curb,n/a,200 SUNSET AVE,131614,"(38.020381, -78.51609)"
360451,360452,87066122,2017-03-25T00:00:00.000Z,MCINTIRE RD,00:35,510,VA,,,,,Handicapped Space,n/a,510 MCINTIRE RD,35150,"(38.0355507, -78.4808036)"
351070,351071,86393712,2017-03-25T00:00:00.000Z,DOUGLAS AVE,19:37,200,NC,,,,,15ft of Fire Hydrant,n/a,200 DOUGLAS AVE,15560,"(38.02656925, -78.4726123016149)"
351072,351073,86393826,2017-03-26T00:00:00.000Z,WERTLAND ST,01:17,1025,NJ,,,,,Curb Painted Yellow,n/a,1025 WERTLAND ST,18311,"(38.034525, -78.4953194790991)"
350004,350005,86300605,2017-03-27T00:00:00.000Z,CEDAR HILL RD,03:47,1906,FL,,,,,LT Side to Curb,n/a,1906 CEDAR HILL RD,4523,"(38.0635210141217, -78.4955940072228)"
364108,364109,87685711,2017-03-27T00:00:00.000Z,ELLIEWOOD AVE,01:25,16,VA,,,,,Prohibited Zone,n/a,16 ELLIEWOOD AVE,35929,"(38.0355651251418, -78.5008537694967)"
362576,362577,87323726,2017-03-27T00:00:00.000Z,14TH ST NW,15:45,230,VA,,,,,Curb Painted Yellow,n/a,230 14TH ST NW,86118,"(38.035916, -78.4983056)"
363638,363639,87556922,2017-03-28T00:00:00.000Z,MILLMONT ST,08:00,1159,VA,,,,,Handicapped Space,n/a,1159 MILLMONT ST,108613,"(38.0536943727709, -78.5015793249967)"
364528,364529,87888628,2017-03-29T00:00:00.000Z,1ST ST S,13:37,109,VA,,,,,Occupying Adjoining Space,n/a,109 1ST ST S,123661,"(38.0303628, -78.4818194)"
16599,17600,00201101,2017-03-29T09:48:21.000Z,W HIGH ST,09:48,200,VA,,,,,No Parking any time,n/a,200 W HIGH ST,106151,"(38.033224, -78.483328)"
363930,363931,87618918,2017-03-30T00:00:00.000Z,WERTLAND ST,17:15,1311,VA,,,,,No Parking any time,n/a,1311 WERTLAND ST,125136,"(38.0347194, -78.4986882)"
355039,356040,86726024,2017-03-30T00:00:00.000Z,ROSE HILL DR,09:25,901,VA,,,,,Obstructing Traffic ,n/a,901 ROSE HILL DR,106550,"(38.03991935, -78.4866815716304)"
364531,364532,87888918,2017-03-30T00:00:00.000Z,E MAIN ST,14:50,605,VA,,,,,No Parking any time,n/a,605 E MAIN ST,30464,"(38.029994, -78.4769836380149)"
16748,17749,00201252,2017-03-30T13:56:13.000Z,10 1/2 ST NW,13:56,400,VA,,,,,Void,n/a,400 10 1/2 ST NW,68574,"(38.037682, -78.493092)"
362599,362600,87337818,2017-03-31T00:00:00.000Z,WATERBURY CT,23:39,200,VA,,,,,No Parking any time,n/a,200 WATERBURY CT,97676,"(38.018716, -78.471373)"
364622,364623,87935519,2017-03-31T00:00:00.000Z,1ST ST S,18:39,106,VA,,,,,No Parking Desig HR ,n/a,106 1ST ST S,107972,"(38.03035765, -78.4815754226086)"
350007,350008,86300719,2017-04-01T00:00:00.000Z,UNIVERSITY CIR,07:30,41,VA,,,,,No Parking Desig HR ,n/a,41 UNIVERSITY CIR,118471,"(38.0436018705821, -78.5036654156922)"
362658,362659,87358119,2017-04-01T00:00:00.000Z,UNIVERSITY CIR,07:25,33,MA,,,,,No Parking Desig HR ,n/a,33 UNIVERSITY CIR,9259,"(38.043610435291, -78.5036572078461)"
363986,363987,87642018,2017-04-01T00:00:00.000Z,E MARKET ST,10:00,311,VA,,,,,No Parking any time,n/a,311 E MARKET ST,109848,"(38.0317403, -78.4819014)"
362585,362586,87327619,2017-04-01T00:00:00.000Z,1ST ST S,01:47,900,VA,,,,,No Parking Desig HR ,n/a,900 1ST ST S,109107,"(38.02291625, -78.4856291361419)"
362420,362421,87295505,2017-04-06T00:00:00.000Z,CABELL AVE,21:17,800,DC,,,,,LT Side to Curb,n/a,800 CABELL AVE,3322,"(38.0422210420656, -78.4964744064238)"
16824,17825,00201360,2017-04-07T12:40:58.000Z,7TH ST SW,12:40,100,VA,,,,,No Parking any time,n/a,100 7TH ST SW,106989,"(38.031303, -78.489645)"
362602,362603,87338119,2017-04-08T00:00:00.000Z,E SOUTH ST,18:22,106,VA,,,,,No Parking Desig HR ,n/a,106 E SOUTH ST,32946,"(39.7905412432432, -85.6120738108108)"
340442,339443,85496616,2017-04-10T00:00:00.000Z,THOMSON RD,16:38,1922,NY,,,,,Permit Zone w/o Permit,n/a,1922 THOMSON RD,20792,"(38.036884750933, -78.5096904414651)"
340444,339445,85496716,2017-04-10T00:00:00.000Z,THOMSON RD,16:40,1918,VA,,,,,Permit Zone w/o Permit,n/a,1918 THOMSON RD,107648,"(38.0368133452735, -78.5093869674124)"
340446,339447,85496816,2017-04-10T00:00:00.000Z,THOMSON RD,16:42,1912,VA,,,,,Permit Zone w/o Permit,n/a,1912 THOMSON RD,113832,"(38.0367094726442, -78.5089310138122)"
340439,339440,85496516,2017-04-10T00:00:00.000Z,THOMSON RD,16:34,1934,MA,,,,,Permit Zone w/o Permit,n/a,1934 THOMSON RD,9462,"(38.0370879707824, -78.5106033109597)"
340449,339450,85497016,2017-04-10T00:00:00.000Z,THOMSON RD,16:44,1910,VA,,,,,Permit Zone w/o Permit,n/a,1910 THOMSON RD,102988,"(38.0366754499185, -78.5087788912585)"
16854,17855,00201394,2017-04-10T10:38:00.000Z,CHERRY AVE,10:38,1000,VA,,,,,Permit Zone w/o Permit,n/a,1000 CHERRY AVE,37893,"(38.0263298, -78.4976017911447)"
358274,358275,86868613,2017-04-11T00:00:00.000Z,3RD ST NE,19:24,420,VA,,,,,Blocking Drive ,n/a,420 3RD ST NE,121977,"(38.0328731837114, -78.4786760612831)"
363198,363199,87488213,2017-04-11T00:00:00.000Z,E JEFFERSON ST,21:21,208,VA,,,,,Blocking Drive ,n/a,208 E JEFFERSON ST,107312,"(38.0319275918367, -78.4799178367347)"
359186,359187,86932913,2017-04-12T00:00:00.000Z,MAYWOOD LN,17:02,114,VA,,,04/12/2017,04/17/2017,Blocking Drive ,denied,114 MAYWOOD LN,117964,"(38.02882705, -78.5080019040984)"
364156,364157,87705213,2017-04-12T00:00:00.000Z,JEFFERSON PARK AVE,21:55,208,VA,,,,,Blocking Drive ,n/a,208 JEFFERSON PARK AVE,79186,"(38.0318344, -78.5076841)"
362577,362578,87323815,2017-04-12T00:00:00.000Z,CARROLLTON TER,16:15,  0,VA,,,,,Parking 20ft of Intersection,n/a,0 CARROLLTON TER,121323,"(38.02732, -78.510026)"
356471,355472,86691113,2017-04-13T00:00:00.000Z,ROBERTSON AVE,12:45,2300,VA,,,,,Blocking Drive ,n/a,2300 ROBERTSON AVE,107283,"(38.024424, -78.512875)"
355122,356123,86733026,2017-04-13T00:00:00.000Z,ALTAMONT CIR,12:23,111,VA,,,,,Curb Painted Yellow,n/a,111 ALTAMONT CIR,87388,"(38.03445855, -78.4806612895443)"
359584,359585,87007332,2017-04-13T00:00:00.000Z,GILLESPIE AVE,02:03,711,VA,,,,,Dual Wheeled Veh Overnight,n/a,711 GILLESPIE AVE,31386,"(38.0331298571429, -78.4656786122449)"
364158,364159,87705419,2017-04-15T00:00:00.000Z,WEST ST,20:44,000,VA,,,,,No Parking Desig HR ,n/a,000 WEST ST,122161,"(38.0368527, -78.4907706)"
355185,356186,86737218,2017-04-15T00:00:00.000Z,WERTLAND ST,22:58,1306,PA,,,,,No Parking any time,n/a,1306 WERTLAND ST,23754,"(38.03435935, -78.4983242575529)"
359475,359476,86993216,2017-04-17T00:00:00.000Z,PIEDMONT AVE N,16:20,119,VA,,,,,Permit Zone w/o Permit,n/a,119 PIEDMONT AVE N,32766,"(38.027334, -78.51893)"
16959,17960,00201523,2017-04-17T10:57:20.000Z,STADIUM RD,10:57,2000,VA,,,,,Parking on Sidewalk/Blocking Sidewalk,n/a,2000 STADIUM RD,109433,"(38.02846205, -78.5146430040404)"
17007,18008,00201584,2017-04-18T11:28:06.000Z,SHAMROCK RD,11:28,100,VA,,,,,Permit Zone w/o Permit,n/a,100 SHAMROCK RD,103590,"(38.024323, -78.506838)"
17010,18011,00201587,2017-04-18T11:34:53.000Z,CHELSEA DR,11:34,100,VA,,,,,Permit Zone w/o Permit,n/a,100 CHELSEA DR,107437,"(38.028766, -78.512364)"
17072,18073,00201650,2017-04-18T14:16:54.000Z,ALBEMARLE ST,14:16,200,VA,,,,,LT Side to Curb,n/a,200 ALBEMARLE ST,48399,"(38.03339, -78.489542)"
17074,18075,00201653,2017-04-18T14:42:06.000Z,WILLOW DR,14:42,1300,VA,,,,,LT Side to Curb,n/a,1300 WILLOW DR,128814,"(38.034984, -78.461602)"
359070,359071,86924613,2017-04-19T00:00:00.000Z,HINTON AVE,20:40,804,CT,,,,,Blocking Drive ,n/a,804 HINTON AVE,2603,"(38.02483585, -78.4762414063189)"
350008,350009,86300818,2017-04-23T00:00:00.000Z,UNIVERSITY CIR,22:42,6,VA,,,,,No Parking any time,n/a,6 UNIVERSITY CIR,109350,"(38.043132, -78.502057)"
17295,18296,00201883,2017-04-24T14:41:37.000Z,GORDON AVE,14:41,1200,VA,,,,,Parking on Sidewalk/Blocking Sidewalk,n/a,1200 GORDON AVE,115600,"(38.038489, -78.495067)"
17296,18297,00201887,2017-04-25T08:25:33.000Z,5TH ST SW,08:25,200,VA,,,,,No Parking any time,n/a,200 5TH ST SW,94461,"(38.030177, -78.487982)"
17357,18358,00201947,2017-04-25T13:02:39.000Z,JOHN ST,13:02,1100,OH,,,,,Warning,n/a,1100 JOHN ST,22506,"(38.036349, -78.496029)"
349571,347572,86126319,2017-04-26T00:00:00.000Z,UNIVERSITY AVE,01:38,1401,VA,,,,,No Parking Desig HR ,n/a,1401 UNIVERSITY AVE,116600,"(38.034544, -78.500187)"
17412,18413,00202003,2017-04-26T08:51:51.000Z,KING ST,08:51,700,VA,,,04/28/2017,05/01/2017,Parking on Sidewalk/Blocking Sidewalk,denied,700 KING ST,113159,"(38.02862, -78.492336)"
17420,18421,00202013,2017-04-26T09:44:18.000Z,4TH ST NE,09:44,400,VA,,,,,Other,n/a,400 4TH ST NE,109387,"(38.03140205, -78.478493254119)"
17465,18466,00202057,2017-04-26T11:57:36.000Z,W HIGH ST,11:57,100,VA,,,,,No Parking any time,n/a,100 W HIGH ST,109892,"(38.032979, -78.480692)"
17531,18532,00202123,2017-04-26T13:59:57.000Z,HANOVER ST,13:59,500,VA,,,,,No Parking any time,n/a,500 HANOVER ST,75952,"(38.02724265, -78.500917927185)"
17533,18534,00202125,2017-04-26T14:02:14.000Z,NUNLEY ST,14:02,1300,VA,,,04/26/2017,04/27/2017,Parking 20ft of Intersection,denied,1300 NUNLEY ST,160766,"(38.027069, -78.501967)"
364599,364600,87925118,2017-04-27T00:00:00.000Z,15TH ST NW,16:58,218,DC,,,,,No Parking any time,n/a,218 15TH ST NW,3454,"(38.0356971, -78.4993730054361)"
17558,18559,00202150,2017-04-27T10:15:00.000Z,14TH ST NW,10:15,500,VA,,,,,No Parking any time,n/a,500 14TH ST NW,113651,"(38.039297, -78.496642)"
364505,364506,87866018,2017-04-28T00:00:00.000Z,E MARKET ST,15:40,113,VA,,,,,No Parking any time,n/a,113 E MARKET ST,110379,"(38.0316707755102, -78.4813098367347)"
364051,364052,87665518,2017-04-29T00:00:00.000Z,W MAIN ST,21:04,323,VA,,,,,No Parking any time,n/a,323 W MAIN ST,90011,"(38.0306956, -78.48607095)"
355125,356126,86733218,2017-04-29T00:00:00.000Z,GRADY AVE,03:23,1400,VA,,,,,No Parking any time,n/a,1400 GRADY AVE,103885,"(38.040121, -78.496419)"
349573,347574,86126418,2017-04-29T00:00:00.000Z,CREAM ST,16:46,211,VA,,,,,No Parking any time,n/a,211 CREAM ST,31307,"(38.03254385, -78.490098747994)"
361843,361844,87186718,2017-04-29T00:00:00.000Z,5TH ST SW,15:50,211,NC,,,,,No Parking any time,n/a,211 5TH ST SW,16491,"(38.029957, -78.4883731737557)"
361844,361845,87186818,2017-04-29T00:00:00.000Z,5TH ST SW,15:52,201,VA,,,,,No Parking any time,n/a,201 5TH ST SW,106162,"(38.030254, -78.488167)"
364134,364135,87697622,2017-04-30T00:00:00.000Z,4TH ST NE,13:16,119,VA,,,,,Handicapped Space,n/a,119 4TH ST NE,112618,"(38.0306903, -78.4790572)"
363989,363990,87642418,2017-04-30T00:00:00.000Z,WAYSIDE PL,12:07,1800,VA,,,,,No Parking any time,n/a,1800 WAYSIDE PL,103958,"(38.042954, -78.49956)"
363213,363214,87493824,2017-04-30T00:00:00.000Z,KENT TER,17:49,102,FL,,,,,Obstructing Traffic ,n/a,102 KENT TER,3961,"(38.0284018, -78.5097022465816)"
355186,356187,86737316,2017-04-30T00:00:00.000Z,PAGE ST,00:05,1057,VA,,,,,Permit Zone w/o Permit,n/a,1057 PAGE ST,105542,"(38.0357432879147, -78.4945347909283)"
17666,18667,00202267,2017-05-01T09:33:54.000Z,8TH ST NW,09:33,100,VA,,,,,Parking 20ft of Intersection,n/a,100 8TH ST NW,124040,"(38.031794, -78.490671)"
364601,364602,87925318,2017-05-03T00:00:00.000Z,UNIVERSITY CIR,19:22,29,VA,,,,,No Parking any time,n/a,29 UNIVERSITY CIR,115975,"(38.0436147176455, -78.503653103923)"
17930,18931,00202546,2017-05-03T11:19:09.000Z,MONTICELLO AVE,11:19,200,VA,,,,,Void,n/a,200 MONTICELLO AVE,113609,"(38.028564, -78.485949)"
355044,356045,86726505,2017-05-05T00:00:00.000Z,CASTALIA ST,08:05,700,VA,,,,,LT Side to Curb,n/a,700 CASTALIA ST,32237,"(38.021744, -78.47453)"
18058,19059,00202685,2017-05-05T12:02:45.000Z,ELM ST,12:02,700,VA,,,,,No Parking any time,n/a,700 ELM ST,106560,"(38.027589, -78.49327)"
364509,364510,87867522,2017-05-06T00:00:00.000Z,5TH ST SE,11:26,112,SC,,,,,Handicapped Space,n/a,112 5TH ST SE,26018,"(38.02921615, -78.4785108925717)"
364135,364136,87697719,2017-05-06T00:00:00.000Z,E MARKET ST,18:51,207,VA,,,,,No Parking Desig HR ,n/a,207 E MARKET ST,122640,"(38.0318953290284, -78.4820550494287)"
355189,356190,86737421,2017-05-07T00:00:00.000Z,4TH ST NW,04:16,200,VA,,,,,Dual Wheeled Veh Overnight,n/a,200 4TH ST NW,29567,"(38.03155, -78.48608)"
364129,364130,87695127,2017-05-07T00:00:00.000Z,W MAIN ST,09:19,711,NY,,,,,Void,n/a,711 W MAIN ST,19703,"(38.0316264, -78.4901306)"
364137,364138,87700121,2017-05-08T00:00:00.000Z,MEADE AVE,05:10,526,VA,,,,,Dual Wheeled Veh Overnight,n/a,526 MEADE AVE,107412,"(38.0307634852456, -78.4644504757209)"
355191,356192,86737521,2017-05-08T00:00:00.000Z,RIVERSIDE AVE,00:35,323,IN,,,,,Dual Wheeled Veh Overnight,n/a,323 RIVERSIDE AVE,8008,"(38.0253047730194, -78.4547800033515)"
351080,351081,86394318,2017-05-08T00:00:00.000Z,UNIVERSITY CIR,16:53,1,VA,,,,,No Parking any time,n/a,1 UNIVERSITY CIR,47548,"(38.041883, -78.500436)"
18149,19150,00202789,2017-05-08T12:55:37.000Z,PROSPECT AVE,12:55,600,VA,,,,,No Parking any time,n/a,600 PROSPECT AVE,78304,"(38.025106, -78.494908)"
361398,361399,87138422,2017-05-09T00:00:00.000Z,WEST ST,14:22,118,VA,,,05/09/2017,05/12/2017,Handicapped Space,granted,118 WEST ST,109922,"(39.7868634226302, -85.6131845878272)"
361396,361397,87138307,2017-05-09T00:00:00.000Z,NORTH AVE,12:12,120,VA,,,,,Loading Zone,n/a,120 NORTH AVE,94153,"(38.042929, -78.466998)"
18220,19221,00202878,2017-05-10T08:24:42.000Z,PATON ST,08:24,300,VA,,,,,Curb Painted Yellow,n/a,300 PATON ST,86820,"(38.02839, -78.502448)"
18230,19231,00202888,2017-05-10T09:31:12.000Z,GRADY AVE,09:31,1100,VA,,,,,Curb Painted Yellow,n/a,1100 GRADY AVE,109604,"(38.0386862, -78.4909481)"
18231,19232,00202889,2017-05-10T09:40:44.000Z,10TH ST NW,09:40,200,NC,,,,,Permit Zone w/o Permit,n/a,200 10TH ST NW,15510,"(38.034064, -78.493871)"
364513,364514,87880218,2017-05-12T00:00:00.000Z,5TH ST NW,18:17,213,VA,,,,,No Parking any time,n/a,213 5TH ST NW,94460,"(38.0320981165206, -78.4873896278265)"
364514,364515,87880318,2017-05-12T00:00:00.000Z,5TH ST SW,18:27,212,VA,,,,,No Parking any time,n/a,212 5TH ST SW,103274,"(38.02944105, -78.48816355)"
364604,364605,87925718,2017-05-12T00:00:00.000Z,VIRGINIA AVE,19:20,1530,VA,,,,,No Parking any time,n/a,1530 VIRGINIA AVE,110636,"(38.0383282, -78.4997939496901)"
364603,364604,87925518,2017-05-12T00:00:00.000Z,GORDON AVE,18:20,1621,NC,,,,,No Parking any time,n/a,1621 GORDON AVE,15581,"(38.0401540377204, -78.4990630984412)"
18389,19390,00203047,2017-05-12T12:34:11.000Z,KING ST,12:34,1300,VA,,,,,Permit Zone w/o Permit,n/a,1300 KING ST,32129,"(38.02788345, -78.5015892609996)"
18391,19392,00203049,2017-05-12T12:41:03.000Z,GROVE ST,12:41,1300,VA,,,,,Void,n/a,1300 GROVE ST,46644,"(38.0287615600438, -78.5014894729459)"
363399,363400,87525613,2017-05-13T00:00:00.000Z,9 1/2 ST NE,08:23,225,VA,,,,,Blocking Drive ,n/a,225 9 1/2 ST NE,110598,"(38.030802, -78.4734892)"
360773,360774,87090918,2017-05-13T00:00:00.000Z,W MAIN ST,00:48,1395,VA,,,,,No Parking any time,n/a,1395 W MAIN ST,95181,"(38.0307356, -78.4870175)"
362556,362557,87315822,2017-05-14T00:00:00.000Z,ORANGEDALE AVE,22:00,821,VA,,,05/15/2017,05/16/2017,Handicapped Space,granted,821 ORANGEDALE AVE,104786,"(38.0210212, -78.4985321957778)"
363370,363371,87520515,2017-05-15T00:00:00.000Z,DICE ST,17:57,400,VA,,,,,Parking 20ft of Intersection,n/a,400 DICE ST,106162,"(38.028552, -78.487994)"
364501,364502,87862605,2017-05-15T00:00:00.000Z,W MAIN ST,13:18,400,VA,,,,,LT Side to Curb,n/a,400 W MAIN ST,111020,"(38.0306804646465, -78.4871397777778)"
18404,19405,00203078,2017-05-15T10:37:58.000Z,SHERWOOD RD,10:37,1100,VA,,,,,LT Side to Curb,n/a,1100 SHERWOOD RD,48999,"(38.045098, -78.480133)"
18409,19410,00203083,2017-05-15T13:56:46.000Z,6TH ST SE,13:56,600,AL,,,,,No Parking any time,n/a,600 6TH ST SE,404,"(38.025695, -78.480166)"
362558,362559,87316013,2017-05-16T00:00:00.000Z,WILLOW DR,17:00,1323,VA,,,,,Blocking Drive ,n/a,1323 WILLOW DR,54552,"(38.0346023471647, -78.4617757616412)"
362024,362025,87220422,2017-05-16T00:00:00.000Z,COURT SQ,15:51,300,VA,,,,,Handicapped Space,n/a,300 COURT SQ,58472,"(38.0309575, -78.4772841920494)"
355836,356837,86782025,2017-05-16T00:00:00.000Z,5TH ST SE,10:26,106,IN,,,,,Parking on Sidewalk/Blocking Sidewalk,n/a,106 5TH ST SE,7999,"(38.02953, -78.4785561)"
362038,362039,87232915,2017-05-17T00:00:00.000Z,RIDGE ST,08:40,721,VA,,,,,Parking 20ft of Intersection,n/a,721 RIDGE ST,119868,"(38.023521, -78.4907554514516)"
18512,19513,00203193,2017-05-17T11:55:06.000Z,HANOVER ST,11:55,400,VA,,,,,Parking 20ft of Intersection,n/a,400 HANOVER ST,122869,"(38.02797, -78.501318)"
18532,19533,00203212,2017-05-17T13:38:59.000Z,HARTMANS MILL RD,13:38,200,VA,,,,,Parking on Sidewalk/Blocking Sidewalk,n/a,200 HARTMANS MILL RD,38762,"(38.01967785, -78.488418955)"
18561,19562,00203244,2017-05-18T10:18:17.000Z,OXFORD RD,10:18,1600,VA,,,,,No Parking any time,n/a,1600 OXFORD RD,110414,"(38.04730295, -78.4870721)"
18568,19569,00203251,2017-05-18T10:52:23.000Z,JOHN ST,10:52,1300,VA,,,,,No Parking any time,n/a,1300 JOHN ST,143877,"(38.03679325, -78.4970275576935)"
364494,364495,87860525,2017-05-19T00:00:00.000Z,E MAIN ST,11:50,222,VA,,,05/19/2017,05/23/2017,Parking on Sidewalk/Blocking Sidewalk,denied,222 E MAIN ST,32046,"(38.0302464, -78.4801627)"
364608,364609,87926218,2017-05-19T00:00:00.000Z,GORDON AVE,00:09,1307,VA,,,,,No Parking any time,n/a,1307 GORDON AVE,136466,"(38.038993683941, -78.4959731972698)"
362559,362560,87316218,2017-05-19T00:00:00.000Z,2ND ST NE,19:30,1,VA,,,,,No Parking any time,n/a,1 2ND ST NE,44759,"(38.032071, -78.480069)"
362173,362174,87253502,2017-05-23T00:00:00.000Z,MADISON AVE,11:35,300,VA,,,,,Overtime Parking,n/a,300 MADISON AVE,136451,"(38.041839, -78.493997)"
18731,19732,00203429,2017-05-23T10:15:48.000Z,PARKWAY ST,10:15,200,VA,,,,,Permit Zone w/o Permit,n/a,200 PARKWAY ST,93304,"(38.0351487, -78.4778508)"
355129,356130,86733419,2017-05-24T00:00:00.000Z,E MARKET ST,15:40,301,VA,,,,,No Parking Desig HR ,n/a,301 E MARKET ST,106197,"(38.0317403, -78.4819014)"
364495,364496,87860909,2017-05-24T00:00:00.000Z,1ST ST S,10:50,108,VA,,,,,Other,n/a,108 1ST ST S,110684,"(38.0305871020408, -78.4814858367347)"
18923,19924,00203622,2017-05-24T13:30:34.000Z,W MAIN ST,13:30,1200,MI,,,,,No Parking any time,n/a,1200 W MAIN ST,14140,"(38.03291, -78.496616)"
364337,364338,87800513,2017-05-25T00:00:00.000Z,CHARLTON AVE,09:05,919,VA,,,,,Blocking Drive ,n/a,919 CHARLTON AVE,107769,"(38.03920625, -78.4885540051096)"
18980,19981,00203683,2017-05-25T12:39:01.000Z,LITTLE HIGH ST,12:39,1000,VA,,,,,Overtime Parking,n/a,1000 LITTLE HIGH ST,102364,"(38.03092, -78.471814)"
18984,19985,00203687,2017-05-25T12:53:40.000Z,1ST ST N,12:53,500,VA,,,,,Permit Zone w/o Permit,n/a,500 1ST ST N,44820,"(38.034641, -78.479602)"
18989,19990,00203692,2017-05-25T13:10:11.000Z,FARISH ST,13:10,600,VA,,,06/12/2017,06/14/2017,Permit Zone w/o Permit,granted,600 FARISH ST,106605,"(38.034626, -78.475606)"
18991,19992,00203694,2017-05-25T13:25:50.000Z,8TH ST NE,13:25,500,VA,,,,,Void,n/a,500 8TH ST NE,128506,"(38.033404, -78.474256)"
18993,19994,00203696,2017-05-25T13:33:20.000Z,SYCAMORE ST,13:33,900,VA,,,,,Permit Zone w/o Permit,n/a,900 SYCAMORE ST,110704,"(38.03389, -78.472012)"
18996,19997,00203699,2017-05-25T13:39:21.000Z,LOCUST AVE,13:39,600,VA,,,05/26/2017,05/30/2017,Permit Zone w/o Permit,granted,600 LOCUST AVE,107313,"(38.033311, -78.470104)"
18998,19999,00203701,2017-05-25T13:45:16.000Z,E JEFFERSON ST,13:45,1100,VA,,,,,LT Side to Curb,n/a,1100 E JEFFERSON ST,107678,"(38.029307, -78.471459)"
355381,356382,86753116,2017-05-26T00:00:00.000Z,CHERRY AVE,09:57,1013,VA,,,,,Permit Zone w/o Permit,n/a,1013 CHERRY AVE,110536,"(38.02836735, -78.4983189527647)"
364497,364498,87861718,2017-05-26T00:00:00.000Z,4TH ST SE,14:42,115,VA,,,,,No Parking any time,n/a,115 4TH ST SE,109943,"(38.029652, -78.4795323)"
362561,362562,87316425,2017-05-30T00:00:00.000Z,BRANDYWINE DR,16:48,1600,VA,,,,,Parking on Sidewalk/Blocking Sidewalk,n/a,1600 BRANDYWINE DR,110703,"(38.057304, -78.488625)"
349182,347183,86100113,2017-05-30T00:00:00.000Z,7TH ST NE,20:38,211,VA,,,,,Blocking Drive ,n/a,211 7TH ST NE,109462,"(38.0303487346939, -78.4766516326531)"
19036,20037,00203743,2017-05-30T09:59:26.000Z,6TH ST NW,09:59,200,VA,,,,,Parking 20ft of Intersection,n/a,200 6TH ST NW,117952,"(38.0318409, -78.4878910560903)"
